latitude,longitude
-85.28657314629258,36.91783567134269
-85.28356713426854,36.91783567134269
-85.28056112224448,36.91783567134269
-85.27755511022045,36.91783567134269
-85.27454909819639,36.91783567134269
-85.27154308617234,36.91783567134269
-85.2685370741483,36.91783567134269
-85.26553106212425,36.91783567134269
-85.2625250501002,36.91783567134269
-85.2625250501002,36.897795591182366
-85.25951903807616,36.897795591182366
-85.25951903807616,36.877755511022045
-85.25951903807616,36.85771543086173
-85.25951903807616,36.8376753507014
-85.2565130260521,36.8376753507014
-85.2565130260521,36.81763527054108
-85.2565130260521,36.79759519038077
-85.2565130260521,36.77755511022045
-85.2565130260521,36.75751503006012
-85.25350701402806,36.75751503006012
-85.25350701402806,36.737474949899806
-85.250501002004,36.737474949899806
-85.24749498997997,36.737474949899806
-85.24448897795591,36.737474949899806
-85.24148296593187,36.737474949899806
-85.23847695390782,36.737474949899806
-85.23847695390782,36.717434869739485
-85.23847695390782,36.69739478957916
-85.23547094188376,36.69739478957916
-85.23547094188376,36.67735470941884
-85.23547094188376,36.65731462925852
-85.23547094188376,36.6372745490982
-85.23547094188376,36.61723446893788
-85.23547094188376,36.59719438877756
-85.23246492985972,36.59719438877756
-85.23246492985972,36.57715430861724
-85.22945891783567,36.57715430861724
-85.22945891783567,36.55711422845692
-85.22645290581163,36.55711422845692
-85.22645290581163,36.53707414829659
-85.22344689378757,36.53707414829659
-85.22344689378757,36.51703406813628
-85.22044088176354,36.51703406813628
-85.22044088176354,36.49699398797596
-85.21743486973948,36.49699398797596
-85.21442885771543,36.49699398797596
-85.21142284569137,36.49699398797596
-85.20841683366734,36.49699398797596
-85.20541082164328,36.49699398797596
-85.20240480961924,36.49699398797596
-85.1993987975952,36.49699398797596
-85.19639278557115,36.49699398797596
-85.19338677354709,36.49699398797596
-85.19038076152304,36.49699398797596
-85.187374749499,36.49699398797596
-85.18436873747495,36.49699398797596
-85.1813627254509,36.49699398797596
-85.17835671342685,36.49699398797596
-85.1753507014028,36.49699398797596
-85.17234468937875,36.49699398797596
-85.16933867735472,36.49699398797596
-85.16633266533066,36.49699398797596
-85.16332665330661,36.49699398797596
-85.16032064128257,36.49699398797596
-85.15731462925852,36.49699398797596
-85.15430861723446,36.49699398797596
-85.15130260521043,36.49699398797596
-85.14829659318637,36.49699398797596
-85.14529058116233,36.49699398797596
-85.14228456913827,36.49699398797596
-85.13927855711424,36.49699398797596
-85.13627254509018,36.49699398797596
-85.13326653306613,36.49699398797596
-85.13026052104209,36.49699398797596
-85.12725450901803,36.49699398797596
-85.12424849699399,36.49699398797596
-85.12124248496994,36.49699398797596
-85.1182364729459,36.49699398797596
-85.11523046092184,36.49699398797596
-85.1122244488978,36.49699398797596
-85.10921843687375,36.49699398797596
-85.1062124248497,36.49699398797596
-85.10320641282564,36.49699398797596
-85.10020040080161,36.49699398797596
-85.09719438877755,36.49699398797596
-85.09418837675351,36.49699398797596
-85.09118236472946,36.49699398797596
-85.08817635270542,36.49699398797596
-85.08517034068136,36.49699398797596
-85.08216432865731,36.49699398797596
-85.07915831663327,36.49699398797596
-85.07615230460921,36.49699398797596
-85.07314629258518,36.49699398797596
-85.07014028056112,36.49699398797596
-85.06713426853707,36.49699398797596
-85.06412825651302,36.49699398797596
-85.06112224448898,36.49699398797596
-85.05811623246493,36.49699398797596
-85.05511022044088,36.49699398797596
-85.05210420841684,36.49699398797596
-85.04909819639279,36.49699398797596
-85.04609218436873,36.49699398797596
-85.0430861723447,36.49699398797596
-85.04008016032064,36.49699398797596
-85.0370741482966,36.49699398797596
-85.03406813627255,36.49699398797596
-85.0310621242485,36.49699398797596
-85.02805611222445,36.49699398797596
-85.0250501002004,36.49699398797596
-85.02204408817636,36.49699398797596
-85.0190380761523,36.49699398797596
-85.0190380761523,36.47695390781563
-85.0190380761523,36.45691382765531
-85.0190380761523,36.43687374749499
-85.01603206412825,36.43687374749499
-85.01603206412825,36.41683366733467
-85.01302605210421,36.41683366733467
-85.01002004008016,36.41683366733467
-85.0070140280561,36.41683366733467
-85.0070140280561,36.39679358717435
-85.00400801603207,36.39679358717435
-85.00100200400801,36.39679358717435
-85.00100200400801,36.37675350701403
-85.00100200400801,36.35671342685371
-85.00100200400801,36.33667334669339
-85.00100200400801,36.31663326653307
-85.00100200400801,36.296593186372746
-85.00100200400801,36.276553106212425
-85.00100200400801,36.2565130260521
-85.00100200400801,36.23647294589179
-85.00100200400801,36.21643286573146
-85.00100200400801,36.19639278557114
-85.00100200400801,36.17635270541083
-85.00100200400801,36.1563126252505
-85.00100200400801,36.13627254509018
-85.00100200400801,36.11623246492986
-85.00100200400801,36.096192384769545
-85.00100200400801,36.07615230460922
-85.00100200400801,36.056112224448896
-85.00100200400801,36.03607214428858
-85.00100200400801,36.01603206412826
